,airline,dep_time,from,time_taken,stop,arr_time,to,price,class
33645,Indigo,11:25,Kolkata,02h 25m,non-stop,13:50,Delhi,"5,649",0.0
33647,Air India,13:20,Bangalore,27h 15m,1-stop,16:35,Kolkata,"16,208",0.0
33649,Air India,18:10,Hyderabad,14h 45m,2+-stop,08:55,Chennai,"7,363",0.0
33650,Indigo,14:50,Bangalore,04h 55m,1-stop,19:45,Mumbai,"3,153",0.0
33651,Vistara,11:30,Bangalore,08h 05m,2+-stop,19:35,Kolkata,"18,304",0.0
33653,Vistara,11:30,Bangalore,08h 25m,2+-stop,19:55,Hyderabad,"18,760",0.0
33654,Vistara,17:25,Delhi,15h 35m,1-stop,09:00,Mumbai,"13,095",0.0
33657,Indigo,07:00,Hyderabad,07h 50m,1-stop,14:50,Kolkata,"3,876",0.0
33658,Vistara,19:55,Bangalore,20h 55m,2+-stop,16:50,Kolkata,"10,225",0.0
33663,Indigo,11:15,Delhi,08h 25m,1-stop,19:40,Hyderabad,"15,248",0.0
33665,GO FIRST,11:50,Delhi,06h 20m,1-stop,18:10,Mumbai,"5,954",0.0
33667,Air India,06:10,Bangalore,11h 25m,1-stop,17:35,Kolkata,"8,842",0.0
33671,Air India,08:15,Chennai,11h 50m,1-stop,20:05,Mumbai,"8,505",0.0
33675,Vistara,21:05,Chennai,12h 40m,1-stop,09:45,Mumbai,"11,069",0.0
33677,Air India,10:45,Hyderabad,22h 10m,2+-stop,08:55,Chennai,"13,446",0.0
33679,Air India,02:40,Bangalore,06h 35m,1-stop,09:15,Delhi,"5,906",0.0
33682,Vistara,07:40,Hyderabad,08h 50m,1-stop,16:30,Mumbai,"11,961",0.0
33689,Vistara,07:05,Chennai,11h 15m,1-stop,18:20,Mumbai,"6,905",0.0
33691,Indigo,19:55,Kolkata,05h 10m,1-stop,01:05,Bangalore,"3,465",0.0
33695,Air India,07:15,Mumbai,17h 05m,1-stop,00:20,Delhi,"12,308",0.0
33697,Vistara,20:35,Kolkata,23h 20m,1-stop,19:55,Delhi,"16,767",0.0
33699,Air India,11:00,Hyderabad,03h 55m,1-stop,14:55,Bangalore,"4,821",0.0
33703,Vistara,17:35,Mumbai,16h 00m,1-stop,09:35,Kolkata,"10,058",0.0
33706,Indigo,12:45,Mumbai,08h 00m,1-stop,20:45,Bangalore,"4,056",0.0
33707,Air India,20:45,Hyderabad,11h 50m,1-stop,08:35,Mumbai,"11,856",0.0
33709,Vistara,19:20,Mumbai,17h 10m,1-stop,12:30,Delhi,"5,547",0.0
33720,Indigo,08:00,Kolkata,13h 30m,1-stop,21:30,Bangalore,"6,977",0.0
33727,Air India,15:30,Kolkata,24h 55m,1-stop,16:25,Mumbai,"9,424",0.0
33731,Indigo,08:25,Chennai,10h 20m,2+-stop,18:45,Delhi,"4,594",0.0
33740,Air India,14:55,Chennai,19h 35m,1-stop,10:30,Hyderabad,"6,937",0.0
33741,Air India,06:50,Delhi,16h 20m,1-stop,23:10,Chennai,"6,835",0.0
33743,Air India,11:20,Hyderabad,09h 55m,1-stop,21:15,Mumbai,"7,774",0.0
33749,Indigo,08:30,Bangalore,08h 55m,1-stop,17:25,Kolkata,"6,548",0.0
33750,Vistara,19:50,Delhi,13h 50m,1-stop,09:40,Kolkata,"6,821",0.0
33753,Vistara,20:35,Delhi,23h 20m,2+-stop,19:55,Kolkata,"9,349",0.0
33755,Vistara,07:00,Chennai,11h 05m,1-stop,18:05,Kolkata,"9,026",0.0
33762,Vistara,20:25,Hyderabad,11h 55m,1-stop,08:20,Kolkata,"5,960",0.0
33763,Air India,05:20,Mumbai,01h 55m,non-stop,07:15,Chennai,"1,890",0.0
33765,Air India,11:20,Hyderabad,21h 35m,1-stop,08:55,Bangalore,"5,894",0.0
33773,Vistara,21:40,Delhi,10h 10m,1-stop,07:50,Hyderabad,"5,759",0.0
33774,Indigo,12:45,Delhi,08h 05m,1-stop,20:50,Kolkata,"9,861",0.0
33775,Air India,15:35,Mumbai,16h 25m,1-stop,08:00,Chennai,"6,010",0.0
33776,Indigo,08:40,Mumbai,06h 45m,1-stop,15:25,Kolkata,"2,835",0.0
33779,Air India,18:50,Bangalore,23h 10m,1-stop,18:00,Mumbai,"5,771",0.0
33780,Indigo,11:25,Delhi,05h 30m,1-stop,16:55,Kolkata,"3,754",0.0
33785,Indigo,10:20,Kolkata,06h 05m,1-stop,16:25,Delhi,"8,930",0.0
33787,Vistara,08:30,Hyderabad,11h 15m,1-stop,19:45,Delhi,"10,071",0.0
33789,Vistara,07:10,Kolkata,05h 25m,1-stop,12:35,Hyderabad,"10,301",0.0
33790,Indigo,09:55,Chennai,06h 10m,1-stop,16:05,Delhi,"4,777",0.0
33791,Indigo,19:30,Delhi,05h 35m,1-stop,01:05,Bangalore,"4,514",0.0
33794,Indigo,18:45,Mumbai,04h 05m,1-stop,22:50,Bangalore,"2,124",0.0
33796,Air India,17:50,Delhi,15h 00m,1-stop,08:50,Kolkata,"13,410",0.0
33797,Air India,06:10,Bangalore,12h 50m,1-stop,19:00,Chennai,"14,524",0.0
33798,Indigo,06:55,Mumbai,05h 05m,1-stop,12:00,Chennai,"9,776",0.0
33799,Indigo,13:55,Kolkata,06h 00m,1-stop,19:55,Delhi,"5,320",0.0
33800,Air India,19:00,Kolkata,02h 15m,non-stop,21:15,Hyderabad,"4,116",0.0
33801,Air India,16:15,Hyderabad,17h 25m,1-stop,09:40,Mumbai,"6,467",0.0
33808,Air India,02:40,Bangalore,17h 25m,1-stop,20:05,Mumbai,"6,721",0.0
33814,Indigo,00:10,Mumbai,10h 20m,1-stop,10:30,Delhi,"2,339",0.0
33817,Vistara,11:30,Bangalore,25h 05m,2+-stop,12:35,Hyderabad,"18,466",0.0
33819,Vistara,18:45,Kolkata,14h 15m,1-stop,09:00,Bangalore,"8,111",0.0
33823,Vistara,09:45,Chennai,07h 10m,1-stop,16:55,Delhi,"5,416",0.0
33824,Vistara,21:50,Delhi,10h 00m,1-stop,07:50,Bangalore,"11,100",0.0
33826,Indigo,08:00,Kolkata,12h 10m,2+-stop,20:10,Bangalore,"6,284",0.0
33828,Air India,20:30,Kolkata,12h 35m,2+-stop,09:05,Mumbai,"12,054",0.0
33833,Air India,06:40,Hyderabad,06h 10m,1-stop,12:50,Mumbai,"4,363",0.0
33834,Indigo,12:45,Hyderabad,06h 55m,1-stop,19:40,Mumbai,"17,158",0.0
33835,Vistara,17:35,Delhi,17h 50m,1-stop,11:25,Mumbai,"15,353",0.0
33837,Air India,18:50,Bangalore,13h 10m,1-stop,08:00,Chennai,"15,889",0.0
33847,Vistara,21:50,Delhi,02h 00m,non-stop,23:50,Mumbai,"7,530",0.0
33848,Vistara,07:40,Hyderabad,13h 05m,1-stop,20:45,Mumbai,"3,571",0.0
33849,Vistara,09:45,Bangalore,06h 35m,1-stop,16:20,Chennai,"10,338",0.0
33850,Air India,06:20,Chennai,17h 35m,1-stop,23:55,Delhi,"14,013",0.0
33851,Air India,09:55,Chennai,12h 15m,1-stop,22:10,Mumbai,"21,633",0.0
33854,Indigo,12:35,Kolkata,06h 20m,1-stop,18:55,Delhi,"7,954",0.0
33856,Vistara,18:45,Kolkata,16h 25m,1-stop,11:10,Mumbai,"6,711",0.0
33858,Indigo,18:15,Hyderabad,05h 55m,1-stop,00:10,Kolkata,"4,663",0.0
33860,Air India,19:00,Bangalore,26h 05m,1-stop,21:05,Hyderabad,"5,862",0.0
33861,Air India,07:35,Bangalore,13h 40m,1-stop,21:15,Mumbai,"6,181",0.0
33864,Air India,11:35,Kolkata,19h 40m,2+-stop,07:15,Chennai,"6,633",0.0
33865,GO FIRST,17:30,Kolkata,14h 10m,1-stop,07:40,Chennai,"13,386",0.0
33867,Air India,09:40,Kolkata,11h 35m,1-stop,21:15,Delhi,"6,845",0.0
33869,Indigo,13:00,Chennai,05h 00m,1-stop,18:00,Hyderabad,"2,827",0.0
33874,Vistara,07:00,Bangalore,15h 00m,1-stop,22:00,Mumbai,"11,205",0.0
33878,Air India,14:55,Chennai,31h 20m,1-stop,22:15,Bangalore,"5,348",0.0
33882,Vistara,20:35,Hyderabad,12h 05m,1-stop,08:40,Bangalore,"11,319",0.0
33885,Air India,18:35,Mumbai,26h 25m,1-stop,21:00,Delhi,"9,933",0.0
33889,GO FIRST,06:05,Delhi,07h 15m,1-stop,13:20,Hyderabad,"6,952",0.0
33891,GO FIRST,22:55,Kolkata,09h 35m,1-stop,08:30,Delhi,"4,734",0.0
33900,GO FIRST,08:15,Bangalore,13h 55m,1-stop,22:10,Kolkata,"11,646",0.0
33909,Vistara,20:25,Hyderabad,13h 30m,1-stop,09:55,Chennai,"4,009",0.0
33911,Indigo,19:15,Mumbai,05h 05m,1-stop,00:20,Delhi,"4,352",0.0
33914,Air India,17:00,Chennai,28h 15m,1-stop,21:15,Mumbai,"6,198",0.0
33915,Air India,07:10,Kolkata,27h 20m,2+-stop,10:30,Hyderabad,"11,323",0.0
33919,Air India,10:45,Hyderabad,29h 40m,1-stop,16:25,Mumbai,"6,587",0.0
33920,Vistara,07:00,Bangalore,15h 55m,1-stop,22:55,Hyderabad,"6,892",0.0
33923,Air India,09:55,Chennai,11h 40m,1-stop,21:35,Mumbai,"5,617",0.0
33926,Vistara,07:55,Bangalore,04h 45m,1-stop,12:40,Delhi,"3,811",0.0
33927,Air India,10:25,Kolkata,11h 10m,1-stop,21:35,Mumbai,"12,894",0.0
33932,Vistara,18:30,Mumbai,25h 05m,1-stop,19:35,Kolkata,"6,159",0.0
33934,Vistara,12:30,Chennai,31h 05m,1-stop,19:35,Kolkata,"14,702",0.0
33936,Indigo,13:55,Kolkata,06h 00m,1-stop,19:55,Delhi,"9,419",0.0
33937,Air India,05:30,Delhi,29h 30m,1-stop,11:00,Chennai,"21,538",0.0
33938,Air India,07:45,Kolkata,35h 35m,1-stop,19:20,Hyderabad,"10,545",0.0
33940,Air India,15:30,Kolkata,08h 40m,1-stop,00:10,Bangalore,"16,359",0.0
33941,Vistara,11:00,Hyderabad,09h 15m,2+-stop,20:15,Chennai,"16,747",0.0
33942,Indigo,09:50,Mumbai,02h 40m,non-stop,12:30,Kolkata,"4,499",0.0
33943,Vistara,22:45,Mumbai,20h 50m,1-stop,19:35,Kolkata,"10,593",0.0
33949,Vistara,21:05,Chennai,14h 05m,1-stop,11:10,Mumbai,"10,903",0.0
33953,GO FIRST,15:20,Mumbai,05h 00m,1-stop,20:20,Delhi,"5,942",0.0
33955,Air India,20:20,Chennai,23h 40m,1-stop,20:00,Mumbai,"9,141",0.0
33956,GO FIRST,11:30,Mumbai,11h 50m,1-stop,23:20,Hyderabad,"15,709",0.0
33958,Air India,18:15,Kolkata,26h 00m,1-stop,20:15,Hyderabad,"5,910",0.0
33961,Vistara,09:30,Bangalore,12h 25m,1-stop,21:55,Delhi,"13,947",0.0
33962,GO FIRST,22:55,Kolkata,07h 20m,1-stop,06:15,Bangalore,"3,926",0.0
33967,Air India,11:00,Delhi,23h 55m,2+-stop,10:55,Chennai,"8,367",0.0
33968,Air India,19:00,Bangalore,12h 15m,1-stop,07:15,Hyderabad,"8,949",0.0
33973,Air India,06:50,Delhi,14h 25m,1-stop,21:15,Hyderabad,"4,940",0.0
33975,Air India,16:05,Chennai,31h 50m,1-stop,23:55,Delhi,"8,683",0.0
33976,Air India,19:00,Mumbai,25h 05m,1-stop,20:05,Bangalore,"9,201",0.0
33977,Vistara,08:30,Bangalore,09h 35m,1-stop,18:05,Kolkata,"14,859",0.0
33988,Indigo,04:40,Hyderabad,05h 45m,1-stop,10:25,Kolkata,"3,443",0.0
33992,Air India,06:45,Bangalore,36h 35m,2+-stop,19:20,Hyderabad,"6,935",0.0
33993,Air India,18:35,Mumbai,24h 35m,2+-stop,19:10,Kolkata,"7,857",0.0
33998,Indigo,14:50,Bangalore,06h 05m,1-stop,20:55,Hyderabad,"7,404",0.0
33999,Vistara,06:55,Chennai,12h 40m,1-stop,19:35,Kolkata,"6,147",0.0
34000,Vistara,10:20,Hyderabad,09h 45m,1-stop,20:05,Mumbai,"10,783",0.0
34005,Indigo,21:55,Bangalore,10h 00m,1-stop,07:55,Kolkata,"3,026",0.0
34006,Vistara,07:30,Delhi,02h 05m,non-stop,09:35,Kolkata,"6,690",0.0
34007,Air India,08:40,Kolkata,13h 25m,1-stop,22:05,Delhi,"5,093",0.0
34011,Indigo,08:05,Kolkata,07h 15m,1-stop,15:20,Hyderabad,"11,162",0.0
34014,Vistara,14:40,Mumbai,17h 55m,1-stop,08:35,Kolkata,"11,129",0.0
34016,Vistara,20:40,Delhi,13h 00m,1-stop,09:40,Kolkata,"12,990",0.0
34021,Vistara,07:10,Kolkata,12h 45m,1-stop,19:55,Hyderabad,"10,604",0.0
34024,Air India,09:45,Hyderabad,23h 10m,1-stop,08:55,Chennai,"4,229",0.0
34025,Indigo,04:00,Kolkata,08h 05m,1-stop,12:05,Hyderabad,"6,489",0.0
34028,Vistara,18:50,Bangalore,25h 05m,1-stop,19:55,Hyderabad,"11,383",0.0
34030,Vistara,22:45,Mumbai,21h 05m,1-stop,19:50,Hyderabad,"4,099",0.0
34031,Air India,06:05,Delhi,06h 45m,1-stop,12:50,Bangalore,"4,753",0.0
34035,Vistara,07:00,Mumbai,14h 10m,1-stop,21:10,Delhi,"15,288",0.0
34038,Air India,11:00,Delhi,20h 20m,2+-stop,07:20,Chennai,"6,538",0.0
34039,Indigo,05:30,Kolkata,03h 10m,non-stop,08:40,Mumbai,"4,499",0.0
34041,Vistara,10:20,Delhi,09h 35m,1-stop,19:55,Kolkata,"15,615",0.0
34042,Vistara,06:45,Mumbai,17h 10m,1-stop,23:55,Delhi,"12,978",0.0
34045,Air India,17:20,Delhi,20h 10m,1-stop,13:30,Kolkata,"7,366",0.0
34046,Air India,07:05,Delhi,14h 40m,1-stop,21:45,Bangalore,"11,730",0.0
34049,Vistara,05:45,Delhi,14h 10m,1-stop,19:55,Kolkata,"7,910",0.0
34051,Vistara,15:20,Kolkata,07h 25m,1-stop,22:45,Chennai,"14,620",0.0
34056,Air India,20:15,Hyderabad,24h 20m,1-stop,20:35,Delhi,"11,856",0.0
34059,Indigo,23:35,Delhi,02h 10m,non-stop,01:45,Mumbai,"3,001",0.0
34060,Air India,09:55,Chennai,12h 15m,1-stop,22:10,Mumbai,"20,793",0.0
34061,Air India,10:40,Delhi,20h 35m,1-stop,07:15,Hyderabad,"4,209",0.0
34062,Indigo,14:05,Mumbai,06h 00m,1-stop,20:05,Bangalore,"4,157",0.0
34063,Air India,13:30,Kolkata,24h 50m,1-stop,14:20,Bangalore,"9,534",0.0
34064,Vistara,10:45,Chennai,21h 50m,1-stop,08:35,Kolkata,"11,803",0.0
34065,Vistara,09:05,Mumbai,11h 50m,1-stop,20:55,Hyderabad,"9,566",0.0
34071,Vistara,20:35,Kolkata,19h 05m,1-stop,15:40,Delhi,"15,812",0.0
34072,Vistara,19:55,Delhi,13h 05m,1-stop,09:00,Mumbai,"5,775",0.0
34074,Vistara,10:15,Kolkata,26h 20m,1-stop,12:35,Hyderabad,"5,632",0.0
34079,Vistara,10:25,Mumbai,12h 20m,1-stop,22:45,Chennai,"11,129",0.0
34083,Air India,07:00,Kolkata,13h 35m,1-stop,20:35,Hyderabad,"4,724",0.0
34084,Air India,09:40,Kolkata,26h 35m,1-stop,12:15,Delhi,"13,524",0.0
34088,Vistara,21:05,Chennai,25h 40m,1-stop,22:45,Kolkata,"11,803",0.0
34089,Indigo,13:45,Hyderabad,08h 45m,1-stop,22:30,Delhi,"3,397",0.0
34091,Air India,13:00,Kolkata,04h 50m,1-stop,17:50,Mumbai,"3,723",0.0
34094,Indigo,14:45,Hyderabad,08h 50m,1-stop,23:35,Chennai,"1,543",0.0
34096,Indigo,11:20,Bangalore,05h 50m,1-stop,17:10,Kolkata,"8,696",0.0
34099,Air India,20:55,Mumbai,02h 45m,non-stop,23:40,Kolkata,"7,413",0.0
34101,Air India,06:10,Bangalore,13h 10m,2+-stop,19:20,Hyderabad,"14,839",0.0
34102,Indigo,17:35,Kolkata,05h 45m,1-stop,23:20,Hyderabad,"3,401",0.0
34106,Vistara,10:45,Chennai,10h 50m,1-stop,21:35,Mumbai,"10,241",0.0
34108,Air India,16:55,Kolkata,03h 35m,non-stop,20:30,Mumbai,"4,253",0.0
34110,Vistara,07:55,Bangalore,24h 40m,2+-stop,08:35,Kolkata,"6,956",0.0
34113,Vistara,07:10,Kolkata,09h 50m,1-stop,17:00,Bangalore,"11,675",0.0
34114,Indigo,20:15,Bangalore,09h 50m,1-stop,06:05,Kolkata,"4,118",0.0
34117,Vistara,06:55,Chennai,11h 25m,1-stop,18:20,Mumbai,"15,164",0.0
34119,Vistara,20:25,Kolkata,13h 15m,1-stop,09:40,Hyderabad,"8,121",0.0
34123,GO FIRST,06:05,Mumbai,14h 15m,2+-stop,20:20,Delhi,"12,033",0.0
34127,Vistara,10:20,Hyderabad,23h 35m,1-stop,09:55,Chennai,"4,324",0.0
34130,Vistara,06:00,Mumbai,17h 20m,1-stop,23:20,Bangalore,"16,662",0.0
34131,GO FIRST,13:20,Kolkata,11h 20m,1-stop,00:40,Delhi,"5,241",0.0
34132,Vistara,12:15,Mumbai,07h 40m,2+-stop,19:55,Hyderabad,"21,903",0.0
34139,Indigo,13:35,Bangalore,04h 10m,1-stop,17:45,Mumbai,"9,746",0.0
34142,Vistara,07:10,Delhi,02h 45m,non-stop,09:55,Chennai,"2,679",0.0
34143,Indigo,07:05,Bangalore,06h 15m,1-stop,13:20,Kolkata,"10,659",0.0
34144,Vistara,10:20,Hyderabad,07h 20m,1-stop,17:40,Mumbai,"5,185",0.0
34147,Vistara,10:45,Chennai,10h 50m,1-stop,21:35,Mumbai,"7,301",0.0
34149,Air India,06:50,Delhi,14h 25m,1-stop,21:15,Hyderabad,"18,555",0.0
34150,Indigo,11:05,Chennai,10h 40m,1-stop,21:45,Delhi,"5,700",0.0
34151,Vistara,17:45,Delhi,15h 55m,1-stop,09:40,Kolkata,"7,431",0.0
34153,GO FIRST,11:30,Mumbai,08h 50m,1-stop,20:20,Delhi,"10,245",0.0
34155,Air India,05:45,Bangalore,16h 35m,1-stop,22:20,Kolkata,"6,583",0.0
34158,Air India,12:50,Bangalore,29h 00m,1-stop,17:50,Mumbai,"13,295",0.0
34160,Indigo,05:55,Delhi,02h 15m,non-stop,08:10,Kolkata,"5,955",0.0
34164,Indigo,08:30,Mumbai,07h 20m,1-stop,15:50,Kolkata,"10,375",0.0
34165,GO FIRST,09:10,Delhi,07h 05m,1-stop,16:15,Mumbai,"15,117",0.0
34170,Air India,10:35,Mumbai,25h 20m,1-stop,11:55,Hyderabad,"7,584",0.0
34174,Indigo,20:15,Bangalore,04h 50m,1-stop,01:05,Delhi,"10,586",0.0
34175,Vistara,19:50,Delhi,02h 10m,non-stop,22:00,Mumbai,"6,375",0.0
34177,Vistara,10:20,Hyderabad,11h 40m,1-stop,22:00,Mumbai,"4,975",0.0
34178,Air India,10:45,Hyderabad,25h 30m,2+-stop,12:15,Bangalore,"13,446",0.0
34181,Vistara,15:30,Delhi,25h 20m,1-stop,16:50,Kolkata,"8,134",0.0
34182,Air India,11:20,Chennai,30h 05m,1-stop,17:25,Mumbai,"6,597",0.0
34183,Air India,16:15,Hyderabad,07h 55m,1-stop,00:10,Bangalore,"14,008",0.0
34184,GO FIRST,22:55,Kolkata,02h 10m,non-stop,01:05,Hyderabad,"3,129",0.0
34186,Air India,21:00,Bangalore,23h 00m,1-stop,20:00,Mumbai,"9,855",0.0
34187,Vistara,07:00,Bangalore,10h 00m,1-stop,17:00,Hyderabad,"6,577",0.0
34190,Air India,23:15,Kolkata,19h 45m,1-stop,19:00,Hyderabad,"5,589",0.0
34195,Air India,19:25,Mumbai,16h 55m,1-stop,12:20,Delhi,"3,819",0.0
34199,Air India,20:55,Mumbai,12h 20m,1-stop,09:15,Delhi,"4,927",0.0
34203,Air India,05:30,Hyderabad,12h 50m,1-stop,18:20,Delhi,"4,387",0.0
34208,Vistara,17:35,Kolkata,18h 40m,1-stop,12:15,Hyderabad,"8,118",0.0
34209,Indigo,05:30,Kolkata,06h 45m,1-stop,12:15,Delhi,"6,489",0.0
34213,Air India,13:00,Kolkata,08h 15m,1-stop,21:15,Delhi,"5,810",0.0
34214,Air India,15:30,Kolkata,17h 25m,1-stop,08:55,Chennai,"16,359",0.0
34215,Air India,09:55,Chennai,27h 30m,1-stop,13:25,Mumbai,"7,112",0.0
34217,Vistara,06:00,Mumbai,13h 50m,1-stop,19:50,Delhi,"6,345",0.0
34219,Indigo,11:00,Delhi,07h 30m,1-stop,18:30,Bangalore,"17,400",0.0
34220,Indigo,09:15,Hyderabad,06h 40m,1-stop,15:55,Chennai,"10,968",0.0
34223,Indigo,09:15,Mumbai,08h 00m,1-stop,17:15,Chennai,"5,052",0.0
34225,Indigo,16:20,Bangalore,06h 20m,1-stop,22:40,Kolkata,"6,092",0.0
34227,Vistara,06:00,Mumbai,12h 15m,1-stop,18:15,Bangalore,"15,393",0.0
34234,Indigo,17:55,Chennai,06h 15m,1-stop,00:10,Kolkata,"8,696",0.0
34236,Vistara,10:15,Kolkata,06h 45m,1-stop,17:00,Hyderabad,"10,425",0.0
34240,Indigo,14:50,Bangalore,09h 30m,1-stop,00:20,Mumbai,"5,178",0.0
34241,Vistara,12:55,Hyderabad,23h 45m,1-stop,12:40,Delhi,"10,018",0.0
34244,Indigo,10:15,Chennai,05h 30m,1-stop,15:45,Mumbai,"7,090",0.0
34250,Vistara,20:40,Delhi,02h 10m,non-stop,22:50,Mumbai,"6,060",0.0
34251,Vistara,17:40,Hyderabad,29h 05m,1-stop,22:45,Chennai,"4,674",0.0
34252,Vistara,06:40,Bangalore,09h 40m,1-stop,16:20,Chennai,"7,239",0.0
34253,Indigo,20:00,Mumbai,05h 00m,1-stop,01:00,Bangalore,"2,124",0.0
34259,Indigo,18:25,Kolkata,02h 30m,non-stop,20:55,Bangalore,"16,254",0.0
34261,Indigo,13:40,Mumbai,08h 15m,1-stop,21:55,Kolkata,"11,346",0.0
34262,Indigo,19:35,Hyderabad,05h 05m,1-stop,00:40,Mumbai,"7,971",0.0
34263,Vistara,20:30,Chennai,20h 20m,1-stop,16:50,Kolkata,"14,014",0.0
34265,Indigo,10:30,Mumbai,07h 05m,1-stop,17:35,Bangalore,"4,284",0.0
34269,Vistara,17:10,Delhi,04h 25m,1-stop,21:35,Mumbai,"4,673",0.0
34270,Indigo,08:05,Kolkata,08h 55m,1-stop,17:00,Delhi,"7,954",0.0
34271,Vistara,06:45,Mumbai,13h 25m,1-stop,20:10,Delhi,"4,752",0.0
34280,Vistara,20:35,Hyderabad,12h 00m,1-stop,08:35,Kolkata,"14,533",0.0
34281,Air India,09:55,Chennai,09h 25m,1-stop,19:20,Hyderabad,"6,156",0.0
34282,GO FIRST,15:45,Delhi,16h 00m,1-stop,07:45,Chennai,"4,896",0.0
34283,Vistara,08:45,Mumbai,14h 00m,1-stop,22:45,Chennai,"4,663",0.0
34286,Air India,18:15,Kolkata,26h 00m,1-stop,20:15,Hyderabad,"6,435",0.0
34288,Indigo,14:05,Mumbai,08h 30m,1-stop,22:35,Hyderabad,"3,627",0.0
34292,Air India,12:00,Mumbai,08h 55m,1-stop,20:55,Delhi,"11,508",0.0
34293,Vistara,17:35,Kolkata,16h 05m,1-stop,09:40,Delhi,"8,216",0.0
34294,Air India,11:10,Mumbai,10h 25m,1-stop,21:35,Delhi,"9,933",0.0
34295,Indigo,09:50,Delhi,04h 20m,1-stop,14:10,Kolkata,"15,821",0.0
34297,Air India,19:00,Mumbai,24h 00m,1-stop,19:00,Chennai,"22,729",0.0
34298,Vistara,07:30,Mumbai,15h 10m,1-stop,22:40,Bangalore,"7,450",0.0
34299,Vistara,07:00,Chennai,05h 15m,1-stop,12:15,Hyderabad,"8,927",0.0
34302,Vistara,17:35,Mumbai,16h 05m,1-stop,09:40,Hyderabad,"4,656",0.0
34303,GO FIRST,08:10,Bangalore,09h 20m,1-stop,17:30,Kolkata,"6,408",0.0
34306,Air India,17:15,Kolkata,17h 40m,1-stop,10:55,Chennai,"5,235",0.0
34308,Indigo,09:20,Bangalore,08h 50m,1-stop,18:10,Delhi,"10,376",0.0
34314,Air India,06:40,Hyderabad,17h 15m,1-stop,23:55,Bangalore,"6,314",0.0
34315,Air India,07:05,Mumbai,12h 05m,1-stop,19:10,Kolkata,"4,556",0.0
34317,Air India,17:00,Chennai,27h 00m,1-stop,20:00,Mumbai,"9,141",0.0
34321,Indigo,14:30,Chennai,07h 05m,1-stop,21:35,Mumbai,"3,458",0.0
34324,Air India,20:20,Chennai,12h 35m,1-stop,08:55,Bangalore,"23,418",0.0
34325,Vistara,13:25,Hyderabad,07h 00m,1-stop,20:25,Bangalore,"21,253",0.0
34327,Indigo,04:40,Hyderabad,05h 10m,1-stop,09:50,Bangalore,"1,755",0.0
34330,Vistara,13:20,Delhi,30h 35m,2+-stop,19:55,Chennai,"7,490",0.0
34332,Vistara,20:30,Chennai,23h 05m,1-stop,19:35,Kolkata,"23,208",0.0
34336,Vistara,06:40,Bangalore,13h 15m,1-stop,19:55,Delhi,"7,419",0.0
34338,Air India,13:25,Mumbai,09h 05m,1-stop,22:30,Bangalore,"7,035",0.0
34339,Air India,18:55,Kolkata,18h 05m,1-stop,13:00,Delhi,"8,069",0.0
34342,Indigo,20:15,Bangalore,08h 00m,1-stop,04:15,Delhi,"4,067",0.0
34346,Indigo,12:30,Delhi,06h 45m,1-stop,19:15,Chennai,"15,053",0.0
34348,Indigo,06:40,Hyderabad,07h 55m,1-stop,14:35,Kolkata,"4,612",0.0
34350,Air India,18:10,Hyderabad,17h 00m,1-stop,11:10,Delhi,"5,809",0.0
34352,Vistara,13:25,Hyderabad,10h 25m,1-stop,23:50,Mumbai,"4,496",0.0
34354,Indigo,16:20,Mumbai,03h 45m,1-stop,20:05,Chennai,"8,726",0.0
34355,Air India,07:00,Chennai,13h 05m,1-stop,20:05,Mumbai,"8,085",0.0
34357,Vistara,06:55,Chennai,25h 40m,1-stop,08:35,Kolkata,"11,069",0.0
34361,Vistara,08:45,Mumbai,14h 00m,1-stop,22:45,Kolkata,"11,129",0.0
34363,Air India,18:55,Kolkata,23h 05m,1-stop,18:00,Mumbai,"7,321",0.0
34364,Air India,19:00,Kolkata,12h 10m,1-stop,07:10,Mumbai,"4,169",0.0
34365,Air India,20:20,Chennai,23h 00m,1-stop,19:20,Hyderabad,"6,079",0.0
34367,Vistara,07:10,Kolkata,09h 50m,1-stop,17:00,Hyderabad,"13,103",0.0
34369,GO FIRST,20:00,Bangalore,06h 00m,1-stop,02:00,Delhi,"4,250",0.0
34371,Air India,13:30,Delhi,02h 45m,non-stop,16:15,Bangalore,"8,790",0.0
34374,Vistara,12:55,Hyderabad,07h 45m,1-stop,20:40,Delhi,"10,438",0.0
34375,GO FIRST,12:30,Kolkata,13h 30m,1-stop,02:00,Delhi,"13,386",0.0
34376,Vistara,13:25,Hyderabad,06h 10m,1-stop,19:35,Kolkata,"18,523",0.0
34380,Air India,06:00,Delhi,14h 50m,1-stop,20:50,Hyderabad,"6,544",0.0
34382,Air India,17:00,Chennai,18h 15m,1-stop,11:15,Mumbai,"10,643",0.0
34387,Air India,10:25,Kolkata,31h 30m,1-stop,17:55,Bangalore,"17,370",0.0
34390,Air India,11:20,Chennai,08h 45m,1-stop,20:05,Mumbai,"7,579",0.0
34393,Vistara,12:30,Chennai,19h 20m,1-stop,07:50,Bangalore,"9,105",0.0
34395,Indigo,07:30,Kolkata,02h 50m,non-stop,10:20,Mumbai,"4,499",0.0
34396,Air India,08:15,Chennai,13h 00m,1-stop,21:15,Hyderabad,"15,543",0.0
